State,State Code,Month,Month Code,Deaths
Massachusetts,25,"Mar., 2011",2011/03,50
Massachusetts,25,"Apr., 2011",2011/04,55
Massachusetts,25,"May, 2011",2011/05,66
Massachusetts,25,"Jun., 2011",2011/06,53
Massachusetts,25,"Jul., 2011",2011/07,38
Massachusetts,25,"Aug., 2011",2011/08,50
Massachusetts,25,"Sep., 2011",2011/09,40
Massachusetts,25,"Oct., 2011",2011/10,48
Massachusetts,25,"Nov., 2011",2011/11,44
Massachusetts,25,"Dec., 2011",2011/12,57
Massachusetts,25,"Jan., 2012",2012/01,56
Massachusetts,25,"Feb., 2012",2012/02,49
Massachusetts,25,"Mar., 2012",2012/03,41
Massachusetts,25,"Apr., 2012",2012/04,51
Massachusetts,25,"May, 2012",2012/05,44
Massachusetts,25,"Jun., 2012",2012/06,57
Massachusetts,25,"Jul., 2012",2012/07,57
Massachusetts,25,"Aug., 2012",2012/08,48
Massachusetts,25,"Sep., 2012",2012/09,52
Massachusetts,25,"Oct., 2012",2012/10,61
Massachusetts,25,"Nov., 2012",2012/11,50
Massachusetts,25,"Dec., 2012",2012/12,42
Massachusetts,25,"Jan., 2013",2013/01,46
Massachusetts,25,"Feb., 2013",2013/02,53
Massachusetts,25,"Mar., 2013",2013/03,57
Massachusetts,25,"Apr., 2013",2013/04,39
Massachusetts,25,"May, 2013",2013/05,45
Massachusetts,25,"Jun., 2013",2013/06,50
Massachusetts,25,"Jul., 2013",2013/07,52
Massachusetts,25,"Aug., 2013",2013/08,48
Massachusetts,25,"Sep., 2013",2013/09,50
Massachusetts,25,"Oct., 2013",2013/10,52
Massachusetts,25,"Nov., 2013",2013/11,47
Massachusetts,25,"Dec., 2013",2013/12,39
Massachusetts,25,"Jan., 2014",2014/01,37
Massachusetts,25,"Feb., 2014",2014/02,43
Massachusetts,25,"Mar., 2014",2014/03,61
Massachusetts,25,"Apr., 2014",2014/04,43
Massachusetts,25,"May, 2014",2014/05,51
Massachusetts,25,"Jun., 2014",2014/06,54
Massachusetts,25,"Jul., 2014",2014/07,51
Massachusetts,25,"Aug., 2014",2014/08,61
Massachusetts,25,"Sep., 2014",2014/09,61
Massachusetts,25,"Oct., 2014",2014/10,49
Massachusetts,25,"Nov., 2014",2014/11,48
Massachusetts,25,"Dec., 2014",2014/12,39
Massachusetts,25,"Jan., 2015",2015/01,52
Massachusetts,25,"Feb., 2015",2015/02,43
Massachusetts,25,"Mar., 2015",2015/03,62
Massachusetts,25,"Apr., 2015",2015/04,49
Massachusetts,25,"May, 2015",2015/05,68
Massachusetts,25,"Jun., 2015",2015/06,41
Massachusetts,25,"Jul., 2015",2015/07,59
Massachusetts,25,"Aug., 2015",2015/08,64
Massachusetts,25,"Sep., 2015",2015/09,51
Massachusetts,25,"Oct., 2015",2015/10,47
Massachusetts,25,"Nov., 2015",2015/11,49
Massachusetts,25,"Dec., 2015",2015/12,59
Massachusetts,25,"Jan., 2016",2016/01,52
Massachusetts,25,"Feb., 2016",2016/02,45
Massachusetts,25,"Mar., 2016",2016/03,46
Massachusetts,25,"Apr., 2016",2016/04,56
Massachusetts,25,"May, 2016",2016/05,66
Massachusetts,25,"Jun., 2016",2016/06,47
Massachusetts,25,"Jul., 2016",2016/07,47
Massachusetts,25,"Aug., 2016",2016/08,58
Massachusetts,25,"Sep., 2016",2016/09,54
Massachusetts,25,"Oct., 2016",2016/10,47
Massachusetts,25,"Nov., 2016",2016/11,61
Massachusetts,25,"Dec., 2016",2016/12,53
Massachusetts,25,"Jan., 2017",2017/01,49
Massachusetts,25,"Feb., 2017",2017/02,47
Massachusetts,25,"Mar., 2017",2017/03,50
Massachusetts,25,"Apr., 2017",2017/04,49
Massachusetts,25,"May, 2017",2017/05,54
Massachusetts,25,"Jun., 2017",2017/06,76
Massachusetts,25,"Jul., 2017",2017/07,55
Massachusetts,25,"Aug., 2017",2017/08,74
Massachusetts,25,"Sep., 2017",2017/09,60
Massachusetts,25,"Oct., 2017",2017/10,68
Massachusetts,25,"Nov., 2017",2017/11,58
Massachusetts,25,"Dec., 2017",2017/12,44
Massachusetts,25,"Jan., 2018",2018/01,66
Massachusetts,25,"Feb., 2018",2018/02,38
Massachusetts,25,"Mar., 2018",2018/03,56
Massachusetts,25,"Apr., 2018",2018/04,62
Massachusetts,25,"May, 2018",2018/05,80
Massachusetts,25,"Jun., 2018",2018/06,76
Massachusetts,25,"Jul., 2018",2018/07,60
Massachusetts,25,"Aug., 2018",2018/08,75
Massachusetts,25,"Sep., 2018",2018/09,69
Massachusetts,25,"Oct., 2018",2018/10,52
Massachusetts,25,"Nov., 2018",2018/11,58
Massachusetts,25,"Dec., 2018",2018/12,50
Massachusetts,25,"Jan., 2019",2019/01,42
Massachusetts,25,"Feb., 2019",2019/02,47
Massachusetts,25,"Mar., 2019",2019/03,60
Massachusetts,25,"Apr., 2019",2019/04,57
Massachusetts,25,"May, 2019",2019/05,54
Massachusetts,25,"Jun., 2019",2019/06,57
Massachusetts,25,"Jul., 2019",2019/07,62
Massachusetts,25,"Aug., 2019",2019/08,49
Massachusetts,25,"Sep., 2019",2019/09,60
Massachusetts,25,"Oct., 2019",2019/10,65
Massachusetts,25,"Nov., 2019",2019/11,36
Massachusetts,25,"Dec., 2019",2019/12,58
Massachusetts,25,"Jan., 2020",2020/01,68
Massachusetts,25,"Feb., 2020",2020/02,41
Massachusetts,25,"Mar., 2020",2020/03,47
Massachusetts,25,"Apr., 2020",2020/04,46
Massachusetts,25,"May, 2020",2020/05,50
Massachusetts,25,"Jun., 2020",2020/06,65
Massachusetts,25,"Jul., 2020",2020/07,49
Massachusetts,25,"Aug., 2020",2020/08,48
Massachusetts,25,"Sep., 2020",2020/09,54
Massachusetts,25,"Oct., 2020",2020/10,49
Massachusetts,25,"Nov., 2020",2020/11,54
Massachusetts,25,"Dec., 2020",2020/12,48
Massachusetts,25,"Jan., 2021",2021/01,36
Massachusetts,25,"Feb., 2021",2021/02,42
Massachusetts,25,"Mar., 2021",2021/03,53
Massachusetts,25,"Apr., 2021",2021/04,52
Massachusetts,25,"May, 2021",2021/05,47
Massachusetts,25,"Jun., 2021",2021/06,49
Massachusetts,25,"Jul., 2021",2021/07,60
Massachusetts,25,"Aug., 2021",2021/08,63
Massachusetts,25,"Sep., 2021",2021/09,54
Massachusetts,25,"Oct., 2021",2021/10,55
Massachusetts,25,"Nov., 2021",2021/11,43
Massachusetts,25,"Dec., 2021",2021/12,51
Massachusetts,25,"Jan., 2022",2022/01,48
Massachusetts,25,"Feb., 2022",2022/02,45
Massachusetts,25,"Mar., 2022",2022/03,46
Massachusetts,25,"Apr., 2022",2022/04,52
Massachusetts,25,"May, 2022",2022/05,73
Massachusetts,25,"Jun., 2022",2022/06,58
Massachusetts,25,"Jul., 2022",2022/07,60
Massachusetts,25,"Aug., 2022",2022/08,47
Massachusetts,25,"Sep., 2022",2022/09,55
Massachusetts,25,"Oct., 2022",2022/10,50
Massachusetts,25,"Nov., 2022",2022/11,47
Massachusetts,25,"Dec., 2022",2022/12,47
Massachusetts,25,"Jan., 2023",2023/01,58
Massachusetts,25,"Feb., 2023",2023/02,52
Massachusetts,25,"Mar., 2023",2023/03,59
Massachusetts,25,"Apr., 2023",2023/04,40
Massachusetts,25,"May, 2023",2023/05,59
Massachusetts,25,"Jun., 2023",2023/06,79
Massachusetts,25,"Jul., 2023",2023/07,55
Massachusetts,25,"Aug., 2023",2023/08,63
Massachusetts,25,"Sep., 2023",2023/09,60
Massachusetts,25,"Oct., 2023",2023/10,49
Massachusetts,25,"Nov., 2023",2023/11,45
Massachusetts,25,"Dec., 2023",2023/12,39
Massachusetts,25,"Jan., 2024 ",2024/01,59
Massachusetts,25,"Feb., 2024 ",2024/02,49
Massachusetts,25,"Mar., 2024 ",2024/03,57
Massachusetts,25,"Apr., 2024 ",2024/04,61
Massachusetts,25,"May, 2024 ",2024/05,62
Massachusetts,25,"Jun., 2024 ",2024/06,56
Massachusetts,25,"Jul., 2024 ",2024/07,58
Massachusetts,25,"Aug., 2024 ",2024/08,60
Massachusetts,25,"Sep., 2024 ",2024/09,61
Massachusetts,25,"Oct., 2024 ",2024/10,43
Massachusetts,25,"Nov., 2024 ",2024/11,48
Massachusetts,25,"Dec., 2024 ",2024/12,36
Michigan,26,"Jan., 1999",1999/01,75
Michigan,26,"Feb., 1999",1999/02,73
Michigan,26,"Mar., 1999",1999/03,84
Michigan,26,"Apr., 1999",1999/04,84
Michigan,26,"May, 1999",1999/05,96
Michigan,26,"Jun., 1999",1999/06,96
Michigan,26,"Jul., 1999",1999/07,106
Michigan,26,"Aug., 1999",1999/08,82
Michigan,26,"Sep., 1999",1999/09,71
Michigan,26,"Oct., 1999",1999/10,76
Michigan,26,"Nov., 1999",1999/11,79
Michigan,26,"Dec., 1999",1999/12,73
Michigan,26,"Jan., 2000",2000/01,100
Michigan,26,"Feb., 2000",2000/02,82
Michigan,26,"Mar., 2000",2000/03,76
Michigan,26,"Apr., 2000",2000/04,86
Michigan,26,"May, 2000",2000/05,86
Michigan,26,"Jun., 2000",2000/06,69
Michigan,26,"Jul., 2000",2000/07,80
Michigan,26,"Aug., 2000",2000/08,70
Michigan,26,"Sep., 2000",2000/09,94
Michigan,26,"Oct., 2000",2000/10,97
Michigan,26,"Nov., 2000",2000/11,80
Michigan,26,"Dec., 2000",2000/12,68
Michigan,26,"Jan., 2001",2001/01,80
Michigan,26,"Feb., 2001",2001/02,82
Michigan,26,"Mar., 2001",2001/03,80
Michigan,26,"Apr., 2001",2001/04,89
Michigan,26,"May, 2001",2001/05,97
Michigan,26,"Jun., 2001",2001/06,99
Michigan,26,"Jul., 2001",2001/07,103
Michigan,26,"Aug., 2001",2001/08,104
Michigan,26,"Sep., 2001",2001/09,75
Michigan,26,"Oct., 2001",2001/10,88
Michigan,26,"Nov., 2001",2001/11,98
Michigan,26,"Dec., 2001",2001/12,74
Michigan,26,"Jan., 2002",2002/01,100
Michigan,26,"Feb., 2002",2002/02,100
Michigan,26,"Mar., 2002",2002/03,86
Michigan,26,"Apr., 2002",2002/04,92
Michigan,26,"May, 2002",2002/05,106
Michigan,26,"Jun., 2002",2002/06,98
Michigan,26,"Jul., 2002",2002/07,95
Michigan,26,"Aug., 2002",2002/08,87
Michigan,26,"Sep., 2002",2002/09,92
Michigan,26,"Oct., 2002",2002/10,96
Michigan,26,"Nov., 2002",2002/11,88
Michigan,26,"Dec., 2002",2002/12,81
Michigan,26,"Jan., 2003",2003/01,83
Michigan,26,"Feb., 2003",2003/02,84
Michigan,26,"Mar., 2003",2003/03,108
Michigan,26,"Apr., 2003",2003/04,85
Michigan,26,"May, 2003",2003/05,97
Michigan,26,"Jun., 2003",2003/06,80
Michigan,26,"Jul., 2003",2003/07,93
Michigan,26,"Aug., 2003",2003/08,80
Michigan,26,"Sep., 2003",2003/09,77
Michigan,26,"Oct., 2003",2003/10,84
Michigan,26,"Nov., 2003",2003/11,99
Michigan,26,"Dec., 2003",2003/12,73
Michigan,26,"Jan., 2004",2004/01,94
Michigan,26,"Feb., 2004",2004/02,79
Michigan,26,"Mar., 2004",2004/03,103
Michigan,26,"Apr., 2004",2004/04,112
Michigan,26,"May, 2004",2004/05,101
Michigan,26,"Jun., 2004",2004/06,95
Michigan,26,"Jul., 2004",2004/07,80
Michigan,26,"Aug., 2004",2004/08,77
Michigan,26,"Sep., 2004",2004/09,95
Michigan,26,"Oct., 2004",2004/10,99
Michigan,26,"Nov., 2004",2004/11,95
Michigan,26,"Dec., 2004",2004/12,74
Michigan,26,"Jan., 2005",2005/01,105
Michigan,26,"Feb., 2005",2005/02,87
Michigan,26,"Mar., 2005",2005/03,81
Michigan,26,"Apr., 2005",2005/04,76
Michigan,26,"May, 2005",2005/05,77
Michigan,26,"Jun., 2005",2005/06,109
Michigan,26,"Jul., 2005",2005/07,83
Michigan,26,"Aug., 2005",2005/08,105
Michigan,26,"Sep., 2005",2005/09,87
Michigan,26,"Oct., 2005",2005/10,101
Michigan,26,"Nov., 2005",2005/11,102
Michigan,26,"Dec., 2005",2005/12,98
Michigan,26,"Jan., 2006",2006/01,94
Michigan,26,"Feb., 2006",2006/02,91
Michigan,26,"Mar., 2006",2006/03,98
Michigan,26,"Apr., 2006",2006/04,96
Michigan,26,"May, 2006",2006/05,108
Michigan,26,"Jun., 2006",2006/06,95
Michigan,26,"Jul., 2006",2006/07,98
Michigan,26,"Aug., 2006",2006/08,98
Michigan,26,"Sep., 2006",2006/09,101
Michigan,26,"Oct., 2006",2006/10,91
Michigan,26,"Nov., 2006",2006/11,86
Michigan,26,"Dec., 2006",2006/12,86
Michigan,26,"Jan., 2007",2007/01,96
Michigan,26,"Feb., 2007",2007/02,67
Michigan,26,"Mar., 2007",2007/03,98
Michigan,26,"Apr., 2007",2007/04,89
Michigan,26,"May, 2007",2007/05,99
Michigan,26,"Jun., 2007",2007/06,112
Michigan,26,"Jul., 2007",2007/07,108
Michigan,26,"Aug., 2007",2007/08,98
Michigan,26,"Sep., 2007",2007/09,94
Michigan,26,"Oct., 2007",2007/10,96
Michigan,26,"Nov., 2007",2007/11,86
Michigan,26,"Dec., 2007",2007/12,90
Michigan,26,"Jan., 2008",2008/01,98
Michigan,26,"Feb., 2008",2008/02,95
Michigan,26,"Mar., 2008",2008/03,98
Michigan,26,"Apr., 2008",2008/04,104
Michigan,26,"May, 2008",2008/05,103
Michigan,26,"Jun., 2008",2008/06,92
Michigan,26,"Jul., 2008",2008/07,92
Michigan,26,"Aug., 2008",2008/08,98
Michigan,26,"Sep., 2008",2008/09,99
Michigan,26,"Oct., 2008",2008/10,111
Michigan,26,"Nov., 2008",2008/11,98
Michigan,26,"Dec., 2008",2008/12,94
Michigan,26,"Jan., 2009",2009/01,103
Michigan,26,"Feb., 2009",2009/02,81
Michigan,26,"Mar., 2009",2009/03,87
Michigan,26,"Apr., 2009",2009/04,97
Michigan,26,"May, 2009",2009/05,110
Michigan,26,"Jun., 2009",2009/06,94
Michigan,26,"Jul., 2009",2009/07,109
Michigan,26,"Aug., 2009",2009/08,115
Michigan,26,"Sep., 2009",2009/09,99
Michigan,26,"Oct., 2009",2009/10,100
Michigan,26,"Nov., 2009",2009/11,94
Michigan,26,"Dec., 2009",2009/12,86
Michigan,26,"Jan., 2010",2010/01,108
Michigan,26,"Feb., 2010",2010/02,92
Michigan,26,"Mar., 2010",2010/03,110
Michigan,26,"Apr., 2010",2010/04,100
Michigan,26,"May, 2010",2010/05,121
Michigan,26,"Jun., 2010",2010/06,111
Michigan,26,"Jul., 2010",2010/07,122
Michigan,26,"Aug., 2010",2010/08,77
Michigan,26,"Sep., 2010",2010/09,112
Michigan,26,"Oct., 2010",2010/10,115
Michigan,26,"Nov., 2010",2010/11,88
Michigan,26,"Dec., 2010",2010/12,110
Michigan,26,"Jan., 2011",2011/01,97
Michigan,26,"Feb., 2011",2011/02,83
Michigan,26,"Mar., 2011",2011/03,105
Michigan,26,"Apr., 2011",2011/04,113
Michigan,26,"May, 2011",2011/05,117
Michigan,26,"Jun., 2011",2011/06,98
Michigan,26,"Jul., 2011",2011/07,107
Michigan,26,"Aug., 2011",2011/08,119
Michigan,26,"Sep., 2011",2011/09,104
Michigan,26,"Oct., 2011",2011/10,101
Michigan,26,"Nov., 2011",2011/11,92
Michigan,26,"Dec., 2011",2011/12,91
Michigan,26,"Jan., 2012",2012/01,100
Michigan,26,"Feb., 2012",2012/02,99
Michigan,26,"Mar., 2012",2012/03,111
Michigan,26,"Apr., 2012",2012/04,107
Michigan,26,"May, 2012",2012/05,134
Michigan,26,"Jun., 2012",2012/06,115
Michigan,26,"Jul., 2012",2012/07,106
Michigan,26,"Aug., 2012",2012/08,100
Michigan,26,"Sep., 2012",2012/09,107
Michigan,26,"Oct., 2012",2012/10,115
Michigan,26,"Nov., 2012",2012/11,82
Michigan,26,"Dec., 2012",2012/12,94
Michigan,26,"Jan., 2013",2013/01,100
Michigan,26,"Feb., 2013",2013/02,74
Michigan,26,"Mar., 2013",2013/03,102
Michigan,26,"Apr., 2013",2013/04,136
Michigan,26,"May, 2013",2013/05,123
Michigan,26,"Jun., 2013",2013/06,112
Michigan,26,"Jul., 2013",2013/07,120
Michigan,26,"Aug., 2013",2013/08,114
Michigan,26,"Sep., 2013",2013/09,100
Michigan,26,"Oct., 2013",2013/10,106
Michigan,26,"Nov., 2013",2013/11,113
Michigan,26,"Dec., 2013",2013/12,98
Michigan,26,"Jan., 2014",2014/01,85
Michigan,26,"Feb., 2014",2014/02,102
Michigan,26,"Mar., 2014",2014/03,106
Michigan,26,"Apr., 2014",2014/04,110
Michigan,26,"May, 2014",2014/05,111
Michigan,26,"Jun., 2014",2014/06,128
Michigan,26,"Jul., 2014",2014/07,103
Michigan,26,"Aug., 2014",2014/08,147
Michigan,26,"Sep., 2014",2014/09,130
Michigan,26,"Oct., 2014",2014/10,105
Michigan,26,"Nov., 2014",2014/11,118
Michigan,26,"Dec., 2014",2014/12,111
Michigan,26,"Jan., 2015",2015/01,115
Michigan,26,"Feb., 2015",2015/02,89
Michigan,26,"Mar., 2015",2015/03,147
Michigan,26,"Apr., 2015",2015/04,107
Michigan,26,"May, 2015",2015/05,139
Michigan,26,"Jun., 2015",2015/06,123
Michigan,26,"Jul., 2015",2015/07,134
Michigan,26,"Aug., 2015",2015/08,117
Michigan,26,"Sep., 2015",2015/09,132
Michigan,26,"Oct., 2015",2015/10,101
Michigan,26,"Nov., 2015",2015/11,105
Michigan,26,"Dec., 2015",2015/12,103
Michigan,26,"Jan., 2016",2016/01,118
Michigan,26,"Feb., 2016",2016/02,89
Michigan,26,"Mar., 2016",2016/03,133
Michigan,26,"Apr., 2016",2016/04,107
Michigan,26,"May, 2016",2016/05,131
Michigan,26,"Jun., 2016",2016/06,111
Michigan,26,"Jul., 2016",2016/07,117
Michigan,26,"Aug., 2016",2016/08,127
Michigan,26,"Sep., 2016",2016/09,106
Michigan,26,"Oct., 2016",2016/10,119
Michigan,26,"Nov., 2016",2016/11,97
Michigan,26,"Dec., 2016",2016/12,110
Michigan,26,"Jan., 2017",2017/01,104
Michigan,26,"Feb., 2017",2017/02,99
Michigan,26,"Mar., 2017",2017/03,108
Michigan,26,"Apr., 2017",2017/04,125
Michigan,26,"May, 2017",2017/05,135
Michigan,26,"Jun., 2017",2017/06,162
Michigan,26,"Jul., 2017",2017/07,119
Michigan,26,"Aug., 2017",2017/08,117
Michigan,26,"Sep., 2017",2017/09,134
Michigan,26,"Oct., 2017",2017/10,147
Michigan,26,"Nov., 2017",2017/11,112
Michigan,26,"Dec., 2017",2017/12,98
Michigan,26,"Jan., 2018",2018/01,125
Michigan,26,"Feb., 2018",2018/02,110
Michigan,26,"Mar., 2018",2018/03,149
Michigan,26,"Apr., 2018",2018/04,109
Michigan,26,"May, 2018",2018/05,137
Michigan,26,"Jun., 2018",2018/06,134
Michigan,26,"Jul., 2018",2018/07,128
Michigan,26,"Aug., 2018",2018/08,145
Michigan,26,"Sep., 2018",2018/09,131
Michigan,26,"Oct., 2018",2018/10,131
Michigan,26,"Nov., 2018",2018/11,122
Michigan,26,"Dec., 2018",2018/12,131
Michigan,26,"Jan., 2019",2019/01,118
Michigan,26,"Feb., 2019",2019/02,117
Michigan,26,"Mar., 2019",2019/03,132
Michigan,26,"Apr., 2019",2019/04,112
Michigan,26,"May, 2019",2019/05,128
Michigan,26,"Jun., 2019",2019/06,121
Michigan,26,"Jul., 2019",2019/07,122
Michigan,26,"Aug., 2019",2019/08,127
Michigan,26,"Sep., 2019",2019/09,121
Michigan,26,"Oct., 2019",2019/10,128
Michigan,26,"Nov., 2019",2019/11,116
Michigan,26,"Dec., 2019",2019/12,131
Michigan,26,"Jan., 2020",2020/01,126
Michigan,26,"Feb., 2020",2020/02,144
Michigan,26,"Mar., 2020",2020/03,100
Michigan,26,"Apr., 2020",2020/04,116
Michigan,26,"May, 2020",2020/05,91
Michigan,26,"Jun., 2020",2020/06,119
Michigan,26,"Jul., 2020",2020/07,140
Michigan,26,"Aug., 2020",2020/08,103
Michigan,26,"Sep., 2020",2020/09,111
Michigan,26,"Oct., 2020",2020/10,130
Michigan,26,"Nov., 2020",2020/11,138
Michigan,26,"Dec., 2020",2020/12,131
Michigan,26,"Jan., 2021",2021/01,108
Michigan,26,"Feb., 2021",2021/02,110
Michigan,26,"Mar., 2021",2021/03,122
Michigan,26,"Apr., 2021",2021/04,117
Michigan,26,"May, 2021",2021/05,117
Michigan,26,"Jun., 2021",2021/06,120
Michigan,26,"Jul., 2021",2021/07,134
Michigan,26,"Aug., 2021",2021/08,152
Michigan,26,"Sep., 2021",2021/09,126
Michigan,26,"Oct., 2021",2021/10,143
Michigan,26,"Nov., 2021",2021/11,136
Michigan,26,"Dec., 2021",2021/12,103
Michigan,26,"Jan., 2022",2022/01,133
Michigan,26,"Feb., 2022",2022/02,125
Michigan,26,"Mar., 2022",2022/03,132
Michigan,26,"Apr., 2022",2022/04,127
Michigan,26,"May, 2022",2022/05,117
Michigan,26,"Jun., 2022",2022/06,126
Michigan,26,"Jul., 2022",2022/07,124
Michigan,26,"Aug., 2022",2022/08,112
Michigan,26,"Sep., 2022",2022/09,137
Michigan,26,"Oct., 2022",2022/10,127
Michigan,26,"Nov., 2022",2022/11,123
Michigan,26,"Dec., 2022",2022/12,121
Michigan,26,"Jan., 2023",2023/01,144
Michigan,26,"Feb., 2023",2023/02,120
Michigan,26,"Mar., 2023",2023/03,120
Michigan,26,"Apr., 2023",2023/04,124
Michigan,26,"May, 2023",2023/05,132
Michigan,26,"Jun., 2023",2023/06,139
Michigan,26,"Jul., 2023",2023/07,147
Michigan,26,"Aug., 2023",2023/08,134
Michigan,26,"Sep., 2023",2023/09,108
Michigan,26,"Oct., 2023",2023/10,138
Michigan,26,"Nov., 2023",2023/11,119
Michigan,26,"Dec., 2023",2023/12,105
Michigan,26,"Jan., 2024 ",2024/01,114
Michigan,26,"Feb., 2024 ",2024/02,112
Michigan,26,"Mar., 2024 ",2024/03,115
Michigan,26,"Apr., 2024 ",2024/04,108
Michigan,26,"May, 2024 ",2024/05,139
Michigan,26,"Jun., 2024 ",2024/06,135
Michigan,26,"Jul., 2024 ",2024/07,104
Michigan,26,"Aug., 2024 ",2024/08,139
Michigan,26,"Sep., 2024 ",2024/09,130
Michigan,26,"Oct., 2024 ",2024/10,132
Michigan,26,"Nov., 2024 ",2024/11,119
Michigan,26,"Dec., 2024 ",2024/12,104
Minnesota,27,"Jan., 1999",1999/01,35
Minnesota,27,"Feb., 1999",1999/02,35
Minnesota,27,"Mar., 1999",1999/03,44
Minnesota,27,"Apr., 1999",1999/04,35
Minnesota,27,"May, 1999",1999/05,37
Minnesota,27,"Jun., 1999",1999/06,49
Minnesota,27,"Jul., 1999",1999/07,34
Minnesota,27,"Aug., 1999",1999/08,36
Minnesota,27,"Sep., 1999",1999/09,34
Minnesota,27,"Oct., 1999",1999/10,43
Minnesota,27,"Nov., 1999",1999/11,35
Minnesota,27,"Dec., 1999",1999/12,28
Minnesota,27,"Jan., 2000",2000/01,42
Minnesota,27,"Feb., 2000",2000/02,34
Minnesota,27,"Mar., 2000",2000/03,40
Minnesota,27,"Apr., 2000",2000/04,39
Minnesota,27,"May, 2000",2000/05,40
Minnesota,27,"Jun., 2000",2000/06,32
Minnesota,27,"Jul., 2000",2000/07,38
Minnesota,27,"Aug., 2000",2000/08,42
Minnesota,27,"Sep., 2000",2000/09,32
Minnesota,27,"Oct., 2000",2000/10,36
Minnesota,27,"Nov., 2000",2000/11,38
Minnesota,27,"Dec., 2000",2000/12,31
Minnesota,27,"Jan., 2001",2001/01,37
Minnesota,27,"Feb., 2001",2001/02,40
Minnesota,27,"Mar., 2001",2001/03,33
Minnesota,27,"Apr., 2001",2001/04,35
Minnesota,27,"May, 2001",2001/05,32
Minnesota,27,"Jun., 2001",2001/06,44
Minnesota,27,"Jul., 2001",2001/07,45
Minnesota,27,"Aug., 2001",2001/08,51
Minnesota,27,"Sep., 2001",2001/09,30
Minnesota,27,"Oct., 2001",2001/10,43
Minnesota,27,"Nov., 2001",2001/11,54
Minnesota,27,"Dec., 2001",2001/12,38
Minnesota,27,"Jan., 2002",2002/01,38
Minnesota,27,"Feb., 2002",2002/02,39
Minnesota,27,"Mar., 2002",2002/03,45
Minnesota,27,"Apr., 2002",2002/04,39
Minnesota,27,"May, 2002",2002/05,52
Minnesota,27,"Jun., 2002",2002/06,41
Minnesota,27,"Jul., 2002",2002/07,32
Minnesota,27,"Aug., 2002",2002/08,45
Minnesota,27,"Sep., 2002",2002/09,42
Minnesota,27,"Oct., 2002",2002/10,38
Minnesota,27,"Nov., 2002",2002/11,41
Minnesota,27,"Dec., 2002",2002/12,47
Minnesota,27,"Jan., 2003",2003/01,36
Minnesota,27,"Feb., 2003",2003/02,34
Minnesota,27,"Mar., 2003",2003/03,35
Minnesota,27,"Apr., 2003",2003/04,34
Minnesota,27,"May, 2003",2003/05,38
Minnesota,27,"Jun., 2003",2003/06,39
Minnesota,27,"Jul., 2003",2003/07,50
Minnesota,27,"Aug., 2003",2003/08,40
Minnesota,27,"Sep., 2003",2003/09,43
Minnesota,27,"Oct., 2003",2003/10,55
Minnesota,27,"Nov., 2003",2003/11,53
Minnesota,27,"Dec., 2003",2003/12,41
Minnesota,27,"Jan., 2004",2004/01,34
Minnesota,27,"Feb., 2004",2004/02,42
Minnesota,27,"Mar., 2004",2004/03,44
Minnesota,27,"Apr., 2004",2004/04,50
Minnesota,27,"May, 2004",2004/05,50
Minnesota,27,"Jun., 2004",2004/06,44
Minnesota,27,"Jul., 2004",2004/07,42
Minnesota,27,"Aug., 2004",2004/08,45
Minnesota,27,"Sep., 2004",2004/09,44
Minnesota,27,"Oct., 2004",2004/10,58
Minnesota,27,"Nov., 2004",2004/11,40
Minnesota,27,"Dec., 2004",2004/12,36
Minnesota,27,"Jan., 2005",2005/01,37
Minnesota,27,"Feb., 2005",2005/02,36
Minnesota,27,"Mar., 2005",2005/03,47
Minnesota,27,"Apr., 2005",2005/04,72
Minnesota,27,"May, 2005",2005/05,42
Minnesota,27,"Jun., 2005",2005/06,45
Minnesota,27,"Jul., 2005",2005/07,36
Minnesota,27,"Aug., 2005",2005/08,42
Minnesota,27,"Sep., 2005",2005/09,41
Minnesota,27,"Oct., 2005",2005/10,58
Minnesota,27,"Nov., 2005",2005/11,55
Minnesota,27,"Dec., 2005",2005/12,36
Minnesota,27,"Jan., 2006",2006/01,43
Minnesota,27,"Feb., 2006",2006/02,42
Minnesota,27,"Mar., 2006",2006/03,28
Minnesota,27,"Apr., 2006",2006/04,40
Minnesota,27,"May, 2006",2006/05,45
Minnesota,27,"Jun., 2006",2006/06,55
Minnesota,27,"Jul., 2006",2006/07,37
Minnesota,27,"Aug., 2006",2006/08,61
Minnesota,27,"Sep., 2006",2006/09,47
Minnesota,27,"Oct., 2006",2006/10,51
Minnesota,27,"Nov., 2006",2006/11,50
Minnesota,27,"Dec., 2006",2006/12,55
Minnesota,27,"Jan., 2007",2007/01,37
Minnesota,27,"Feb., 2007",2007/02,46
Minnesota,27,"Mar., 2007",2007/03,59
Minnesota,27,"Apr., 2007",2007/04,30
Minnesota,27,"May, 2007",2007/05,53
Minnesota,27,"Jun., 2007",2007/06,46
Minnesota,27,"Jul., 2007",2007/07,40
Minnesota,27,"Aug., 2007",2007/08,62
Minnesota,27,"Sep., 2007",2007/09,51
Minnesota,27,"Oct., 2007",2007/10,57
Minnesota,27,"Nov., 2007",2007/11,51
Minnesota,27,"Dec., 2007",2007/12,43
Minnesota,27,"Jan., 2008",2008/01,41
Minnesota,27,"Feb., 2008",2008/02,39
Minnesota,27,"Mar., 2008",2008/03,37
Minnesota,27,"Apr., 2008",2008/04,68
